NOC2L
BMP2K
ANTXR2
HNRNPD
ENOPH1
SCD5
SEC31A
COPS4
PLAC8
AFF1
HSD17B11
NUDT9
PKD2
PPM1K
FAM13A
SMARCAD1
PDLIM5
RAP1GDS1
METAP1
ADH5
LAMTOR3
PPP3CA
SLC39A8
NFKB1
MANBA
UBE2D3
CISD2
BDH2
PPA2
INTS12
AIMP1
PAPSS1
OSTC
SEC24B
PLA2G12A
GAR1
TIFA
METTL14
SEC24D
USP53
C4ORF3
ANXA5
EXOSC9
C4ORF33
ELF2
NDUFC1
NAA15
SCOC
ELMOD2
ZNF330
SMARCA5
ABCE1
LSM6
TMEM184C
C4ORF46
ETFDH
PPID
FNIP2
RAPGEF2
CBR4
CLCN3
HMGB2
SAP30
FBXO8
SPCS3
DCTD
CDKN2AIP
ING2
TRAPPC11
IRF2
CASP3
ACSL1
SLC25A4
CCDC127
SLC12A7
NDUFS6
MED10
NSUN2
ZNF622
BASP1
GOLPH3
SUB1
RAD1
NIPBL
PTGER4
FBXO4
ZNF131
PAIP1
NNT
EMB
NDUFS4
SNX18
GZMA
DHX29
IL6ST
MAP3K1
GPBP1
NDUFAF2
ZSWIM6
KIF2A
SREK1IP1
CWC27
SREK1
MAST4
PIK3R1
SLC30A5
CENPH
GTF2H2
BDP1
MCCC2
BTF3
ANKRA2
GFM2
POLK
IQGAP2
F2R
WDR41
TBCA
AP3B1
SCAMP1
DHFR
MSH3
SSBP2
ATG10
TMEM167A
XRCC4
COX7C
RASA1
CCNH
CETN3
ARSK
ERAP2
LNPEP
RIOK2
CHD1
FAM174A
PAM
PPIP5K2
FBXL17
MAN2A1
SLC25A46
STARD4
REEP5
DCP2
YTHDC2
CCDC112
FEM1C
AP3S1
DMXL1
TNFAIP8
HSD17B4
SRFBP1
SNX2
CSNK1G3
LMNB1
C5ORF63
PRRC1
ISOC1
LYRM7
CDC42SE2
IRF1
RAD50
KIF3A
UQCRQ
ZCCHC10
C5ORF15
VDAC1
TCF7
SKP1
SAR1B
SEC24A
CAMLG
DDX46
C5ORF24
TXNDC15
PCBD2
HNRNPA0
FAM13B
CDC23
EGR1
ETF1
SIL1
CXXC5
PURA
CYSTM1
PFDN1
SLC35A4
NDUFA2
IK
WDR55
ZMAT2
TAF7
RNF14
NDFIP1
ARHGAP26
TCERG1
ADRB2
CSNK1A1
SLC26A2
HMGXB3
TCOF1
CD74
RBM22
DCTN4
TNIP1
ANXA6
GM2A
ATOX1
GALNT10
LARP1
HAVCR2
THG1L
UBLCP1
TTC1
PTTG1
NUDCD2
MAT2B
PANK3
NPM1
STK10
UBTD2
DUSP1
BNIP1
BOD1
CPEB4
SFXN1
THOC3
KIAA1191
CLTB
RNF44
TSPAN17
NSD1
LMAN2
RGS14
GRK6
PDLIM7
B4GALT7
RMND5B
HNRNPAB
HNRNPH1
MAML1
RNF130
TRIM41
DUSP22
WRNIP1
SERPINB1
SERPINB6
NQO2
BPHL
PSMG4
ECI2
CDYL
LYRM4
FARS2
RREB1
RIOK1
SNRNP48
SLC35B3
PAK1IP1
TMEM14C
TMEM14B
TBC1D7
NOL7
RANBP9
CD83
JARID2
DTNBP1
MYLIP
ATXN1
FAM8A1
NUP153
TPMT
DEK
E2F3
CDKAL1
SOX4
MRS2
TDP2
ACOT13
C6ORF62
GMNN
TRIM38
BTN3A2
BTN2A1
ABT1
ZNF322
TRIM27
GNL1
ABCF1
PPP1R10
MRPS18B
DHX16
PPP1R18
TUBB
FLOT1
IER3
MICA
NFKBIL1
LST1
BAG6
C6ORF47
DDAH2
CLIC1
LSM2
NEU1
EHMT2
ATF6B
FKBPL
AGPAT1
RNF5
PBX2
BRD2
RXRB
SLC39A7
RING1
WDR46
PHF1
CUTA
BAK1
LEMD2
HMGA1
SNRPC
TAF11
FKBP5
MAPK14
STK38
SRSF3
PPIL1
C6ORF89
PIM1
RNF8
CCDC167
GLO1
SAYSD1
BYSL
CCND3
TAF8
UBR2
TBCC
C6ORF226
CNPY3
PEX6
PPP2R5D
MEA1
KLHDC3
KLC4
SRF
TJAP1
POLR1C
MAD2L1BP
SLC29A1
SLC35B2
NFKBIE
CDC5L
CD2AP
MCM3
EFHC1
TMEM14A
LRRC1
ZNF451
BAG2
LMBRD1
OGFRL1
EEF1A1
SLC17A5
COX7A2
TMEM30A
SENP6
PHIP
HMGN3
IBTK
CYB5R4
SYNCRIP
SLC35A1
ORC3
AKIRIN2
PNRC1
PM20D2
UBE2J1
MAP3K7
UFL1
NDUFAF4
PNISR
CCNC
ASCC3
QRSL1
OSTM1
SNX3
FOXO3
SESN1
CD164
SMPD2
CDC40
CDK19
AMD1
GTF3C6
REV3L
FYN
TUBE1
NT5DC1
TSPYL4
DSE
TSPYL1
RWDD1
KPNA5
GOPC
NUS1
CEP85L
ASF1A
MAN1A1
SERINC1
HDDC2
NCOA7
HINT3
TRMT11
CENPW
ARHGAP18
STX7
TBPL1
HBS1L
PEX7
IFNGR1
TNFAIP3
HEBP2
CCDC28A
REPS1
HECA
CITED2
VTA1
AIG1
PEX3
FUCA2
LTV1
PLAGL1
SF3B5
STX11
SHPRH
TAB2
PPIL4
KATNA1
PCMT1
MTHFD1L
MTRF1L
SCAF8
ARID1B
TMEM242
TULP4
TMEM181
DYNLT1
EZR
TAGAP
ACAT2
IGF2R
QKI
SFT2D1
RNASET2
C6ORF120
PSMB1
C7ORF50
PSMG3
MAD1L1
NUDT1
SNX8
EIF3B
TTYH3
GNA12
WIPI2
FSCN1
RNF216
CCZ1
PMS2
AIMP2
USP42
CYTH3
RAC1
ZDHHC4
ZNF12
CCZ1B
NDUFA4
PHF14
TMEM106B
BZW2
TSPAN13
AHR
SNX13
CDCA7L
TOMM7
KLHL7
TRA2A
CYCS
HNRNPA2B1
CBX3
SNX10
HIBADH
JAZF1
GGCT
LSM5
AVL9
HERPUD2
EEPD1
ELMO1
STARD3NL
RALA
CDK13
STK17A
BLVRA
URGCP
DBNL
POLM
POLD2
YKT6
DDX56
TMED4
OGDH
ZMIZ2
PURB
CCM2
HUS1
UPP1
IKZF1
SEC61G
PSPH
SUMF2
CHCHD2
ZNF680
ZNF117
VKORC1L1
SBDS
POM121
NSUN5
BAZ1B
BCL7B
ABHD11
EIF4H
LAT2
HIP1
RHBDD2
POR
STYXL1
MDH2
YWHAG
FGL2
RSBN1L
TMEM60
PHTF2
DMTF1
CROT
AKAP9
ANKIB1
CDK6
SAMD9
SAMD9L
CASD1
TECPR1
TRRAP
PDAP1
PTCD1
CPSF4
ZNF394
TRIM4
ZKSCAN1
COPS6
MCM7
AP4M1
PILRB
MEPCE
GIGYF1
POP7
SLC12A9
TRIP6
AP1S1
PLOD3
CLDN15
PRKRIP1
ORAI2
ALKBH4
POLR2J
NAPEPLD
PMPCB
PSMC2
SRPK2
SYPL1
NAMPT
DLD
PNPLA8
IMMP2L
ZNF277
IFRD1
TMEM168
TES
ING3
FAM3C
NDUFA5
WASL
ZNF800
ARF5
SND1
RBM28
IMPDH1
HILPDA
METTL2B
CALU
ATP6V1F
TNPO3
UBE2H
KLHDC10
MEST
CHCHD3
EXOC4
SLC35B4
BPGM
TMEM140
CREB3L2
ZC3HAV1
UBN2
HIPK2
MKRN1
NDUFB2
BRAF
SSBP1
GSTK1
ZYX
CUL1
EZH2
PDIA4
LRRC61
GIMAP7
GIMAP4
GIMAP2
GIMAP1
ABCB8
CDK5
CHPF2
GALNT11
INSIG1
LMBR1
NOM1
PTPRN2
ESYT2
ARSD
PNPLA4
WWC3
HCCS
MSL3
PRPS2
TMSB4X
RAB9A
OFD1
GEMIN8
ZRSR2
AP1S2
SYAP1
TXLNG
RBBP7
SH3KBP1
EIF1AX
SMS
SAT1
APOO
EIF2S3
ZFX
DYNLT3
MID1IP1
ATP6AP2
USP9X
FUNDC1
CHST7
NDUFB11
RBM10
UBA1
CDK16
ARAF
TIMP1
ELK1
UXT
FTSJ1
EBP
RBM3
WDR13
TIMM17B
PQBP1
PIM2
OTUD5
GRIPAP1
TFE3
WDR45
GPKOW
PLP2
MAGED1
TSPYL2
SMC1A
HSD17B10
HUWE1
TSR2
APEX2
MAGEH1
UBQLN2
ARHGEF9
MSN
YIPF6
IGBP1
PDZD11
SNX12
IL2RG
MED12
ZMYM3
NONO
HDAC8
RLIM
ABCB7
MAGT1
COX7B
PGK1
TAF9B
CYSLTR1
ITM2A
BRWD3
HMGN5
SH3BGRL
CHM
DIAPH2
GLA
HNRNPH2
ARMCX1
ARMCX3
ZMAT1
ARMCX5
BEX4
TCEAL8
TCEAL4
TCEAL1
MORF4L2
RBM41
PRPS1
PSMD10
ATG4A
NXT2
ACSL4
AMMECR1
DOCK11
PGRMC1
SLC25A43
SLC25A5
UBE2A
UPF3B
RNF113A
NDUFA1
NKAP
LAMP2
C1GALT1C1
XIAP
STAG2
ZDHHC9
UTP14A
AIFM1
RBMX2
RAP2C
PHF6
HPRT1
MOSPD1
MMGT1
FHL1
MAP7D3
HTATSF1
ARHGEF6
HMGB3
VMA21
CETN2
BCAP31
IDH3G
ARHGAP4
HCFC1
TMEM187
IRAK1
MECP2
FLNA
EMD
ATP6AP1
GDI1
FAM50A
LAGE3
UBL4A
SLC10A3
FAM3A
G6PD
DKC1
MPP1
VBP1
CLIC2
FBXO25
CLN8
MFHAS1
PPP1R3B
TNKS
MTMR9
NEIL2
CNOT7
VPS37A
PCM1
ASAH1
ATP6V1B2
DOK2
REEP4
POLR3D
SORBS3
TNFRSF10B
CHMP7
R3HCC1
SLC25A37
ADAM28
PPP2R2A
BNIP3L
DPYSL2
CLU
CCDC25
LEPROTL1
PPP2CB
ERLIN2
RAB11FIP1
EIF4EBP1
ASH2L
LSM1
BAG4
DDHD2
TACC1
PLEKHA2
ADAM9
KAT6A
AP3M2
IKBKB
VDAC3
THAP1
RNF170
HOOK3
FNTA
HGSNAT
CEBPD
PCMTD1
RB1CC1
ATP6V1H
TCEA1
TGS1
UBXN2B
SDCBP
NSMAF
CHD7
GGH
ARMC1
MTFR1
PDE7A
RRS1
CSPP1
ARFGEF1
LACTB2
TERF1
STAU2
TMEM70
PEX2
TPD52
FABP5
ZFAND1
SNX16
WWP1
RIPK2
TMEM64
DPY19L4
INTS8
TP53INP1
PLEKHF2
UQCRB
CPQ
MTDH
STK3
COX6C
POLR2K
ANKRD46
ZNF706
RRM2B
UBR5
KLF10
AZIN1
ATP6V1C1
SLC25A32
DCAF13
EIF3E
NUDCD1
EBAG9
TRPS1
RAD21
MED30
TAF2
SNTB1
DERL1
C8ORF76
FBXO32
RNF139
TATDN1
NDUFB9
SQLE
MYC
EFR3A
PHF20L1
NDRG1
ST3GAL1
CHRAC1
DENND3
GSDMD
EEF1D
PLEC
EXOSC4
GPAA1
CYC1
SHARPIN
MAF1
HSF1
DGAT1
SLC39A4
VPS28
PPP1R16A
COMMD5
C8ORF33
SMARCA2
CDC37L1
AK3
UHRF2
ZDHHC21
SNAPC3
CNTLN
RRAGA
PLIN2
DENND4C
KLHL9
C9ORF72
ACO1
TOPORS
NDUFB6
APTX
SMU1
B4GALT1
CHMP5
NFX1
UBE2R2
UBAP2
DCAF12
UBAP1
NUDT2
SIGMAR1
VCP
TPM2
TLN1
GBA2
RGP1
GLIPR2
CLTA
RNF38
ZCCHC7
POLR1E
DCAF10
FXN
PTAR1
ANXA1
OSTF1
RFK
GNAQ
CEP78
UBQLN1
GKAP1
HNRNPK
AGTPBP1
NAA35
SPIN1
CKS2
AUH
NFIL3
SPTLC1
BICD2
NINJ1
FAM120AOS
FAM120A
PHF2
FBP1
SLC35D2
ANP32B
NANS
ALG2
SEC61B
ERP44
RNF20
SMC2
NIPSNAP3A
SLC44A1
TMEM38B
RAD23B
KLF4
CTNNAL1
TXN
PTBP3
HSDL2
SLC31A2
FKBP15
SLC31A1
CDC26
PRPF4
HDHD3
ALAD
POLE3
AKNA
ATP6V1G1
CDK5RAP2
FBXW2
TRAF1
RAB14
GSN
STOM
NDUFA8
PDCL
STRBP
NEK6
ARPC5L
SCAI
PPP6C
RABEPK
ZBTB43
CDK9
FPGS
ENG
DPM2
PTGES2
SWI5
TRUB2
COQ4
URM1
SPTAN1
SET
ZER1
LRRC8A
DOLK
DOLPP1
IER5L
TOR1B
TOR1A
C9ORF78
FNBP1
GPR107
FUBP3
EXOSC2
ABL1
POMT1
UCK1
RAPGEF1
SETX
TTF1
GTF3C4
GTF3C5
RALGDS
SURF6
SURF4
REXO4
BRD3
WDR5
RXRA
CAMSAP1
UBAC1
SEC16A
NOTCH1
PHPT1
EDF1
FBXW5
MAN1B1
DPP7
SSNA1
TUBB4B
EHMT1
BET1L
RIC8A
SIRT3
PSMD13
IFITM2
IFITM3
SIGIRR
RNH1
IRF7
TALDO1
SLC25A22
PNPLA2
POLR2L
CHID1
TOLLIP
MOB2
CD81
TSSC4
NAP1L4
NUP98
PGAP2
RHOG
STIM1
SMPD1
RRP8
TAF10
TPP1
EIF3F
AKIP1
TMEM9B
DENND5A
TMEM41B
IPO7
WEE1
SWAP70
SBF2
RNF141
EIF4G2
BTBD10
FAR1
PIK3C2A
NUCB2
SERGEF
HPS5
LDHA
SPTY2D1
HTATIP2
FANCF
SVIP
CCDC34
LIN7C
METTL15
IMMP1L
RCN1
HIPK3
CD59
FBXO3
CAT
APIP
CD44
TRIM44
API5
HSD17B12
EXT2
PHF21A
DGKZ
MDK
ARFGAP2
SLC39A13
CELF1
NDUFS3
MTCH2
FNBP4
NUP160
SSRP1
SLC43A3
TIMM10
UBE2L6
MED19
ZFP91
OSBP
PATL1
STX3
CCDC86
PRPF19
TMEM109
FADS1
FADS3
FTH1
AHNAK
B3GAT3
INTS5
TTC9C
POLR2G
TMEM179B
ATL3
RTN3
NAA40
COX8A
STIP1
FERMT3
TRPT1
VEGFB
PPP1R14B
BAD
ESRRA
TRMT112
PRDX5
MEN1
EHD1
ZFPL1
CAPN1
FRMD8
SCYL1
FAM89B
MAP3K11
SIPA1
RELA
RNASEH2C
CFL1
FIBP
CCDC85B
SF3B2
PACS1
RAB1B
YIF1A
ZDHHC24
RBM4
RBM4B
RCE1
KDM2A
ANKRD13D
SSH3
PPP1CA
CORO1B
TMEM134
AIP
CDK2AP2
GSTP1
UNC93B1
NDUFS8
C11ORF24
PPP6R3
CPT1A
DHCR7
NADSYN1
RNF121
NUMA1
LAMTOR1
INPPL1
RELT
RAB6A
PAAF1
UCP2
PPME1
PGM2L1
POLD3
RNF169
SPCS2
ARRB1
SERPINH1
PAK1
RSF1
ALG8
NARS2
PCF11
ANKRD42
TMEM126B
TMEM126A
CREBZF
EED
CHORDC1
SLC36A4
C11ORF54
MED17
ANKRD49
CWC15
ENDOD1
SESN3
CEP57
MTMR2
CCDC82
BIRC3
TMEM123
DCUN1D5
CASP4
CASP1
AASDHPPT
CWF19L2
ACAT1
NPAT
DDX10
FDX1
DLAT
TIMM8B
PAFAH1B2
PCSK7
RNF214
BACE1
UBE4A
IFT46
ARCN1
SLC37A4
DPAGT1
CBL
RNF26
VWA5A
TBRG1
TMEM218
EI24
PUS3
FOXRED1
DCPS
FLI1
NFRKB
ZBTB44
ACAD8
LARP4B
IDI1
NET1
IL15RA
RBM17
PFKFB3
TAF3
CELF2
UPF2
NUDT5
CDC123
CAMK1D
OPTN
PHYH
SEPHS1
PRPF18
DCLRE1C
RSU1
STAM
ARL5B
MLLT10
BMI1
MSRB2
OTUD1
APBB1IP
ABI1
ANKRD26
ACBD5
RAB18
SVIL
MTPAP
KIF5B
CUL2
CCNY
ZNF33A
ZNF37A
ZNF33B
BMS1
CSGALNACT2
HNRNPF
ZNF32
ZNF22
ALOX5
MAPK8
SGMS1
CSTF2T
CISD1
UBE2D1
TFAM
ARID5B
NRBF2
REEP3
HERC4
HNRNPH3
RUFY2
DDX50
DDX21
SRGN
HK1
TYSND1
SAR1A
EIF4EBP2
SGPL1
PSAP
ANAPC16
DDIT4
P4HA1
ECD
ANXA7
PPP3CB
FUT11
CHCHD1
CAMK2G
VCL
AP3M1
ADK
KAT6B
SAMD8
COMTD1
ZMIZ1
PPIF
ANXA11
GLUD1
ATAD1
PTEN
FAS
IFIT2
IFIT3
IFIT1
KIF20B
PCGF5
TNKS2
BTAF1
NOC3L
HELLS
PDLIM1
TCTN3
PGAM1
ZDHHC16
UBTD1
AVPI1
ZFYVE27
HPS1
CUTC
COX15
ERLIN1
BLOC1S2
SCD
SFXN3
DPCD
NPM3
NOLC1
GBF1
FBXL15
CUEDC2
ACTR1A
TRIM8
ARL3
PCGF6
PDCD11
CALHM2
SLK
GSTO1
ITPRIP
SMNDC1
SMC3
PDCD4
BBIP1
ACSL5
ZDHHC6
TCF7L2
CASP7
