STK3
TUBG1
UBXN6
SAMD9
TTC39C
VAMP4
GBA2
SP1
CD2AP
EXOC7
ZNF431
RAB21
TMEM60
GRB2
POLR3F
NOM1
PSMD3
TMEM126A
GALM
ZYG11B
MTMR4
GLCE
CHMP2A
ARPC5
RRAGC
SH2B3
FBXW2
RBM3
PRPF39
PDCL
NECAP2
ANKRD40
SIRT3
DCAF7
RAB40B
CTBS
PPP2R5C
DDX1
ACP5
NAA15
DBT
RUNX3
BPGM
TGFBR2
SMC2
ATP2C1
WDR11
CISD2
HDHD3
NOMO1
VBP1
NR2F6
DCTD
PCID2
NDUFAB1
FBXO6
NENF
ATF7
ASXL1
SRD5A3
IER5
GPR89A
TNPO3
RTN3
NAA50
TMEM160
CHMP5
HNRNPK
SAMHD1
CES2
GPX7
PSMD8
PRPF40A
FARSB
ARIH2
VPS37A
COX7A2
FARS2
GPATCH8
METTL5
DDX27
ITFG1
ARHGEF9
CALM3
ANAPC16
ETFB
ARSA
DCAF10
ANKRA2
ATP2B4
PCYT1A
CD74
FAR1
JARID2
LRRC42
LIMD1
POLR2B
SBNO1
D2HGDH
VRK3
ZC3HAV1
SMG5
MSH2
FUT11
POMT1
DIAPH2
CD37
ALKBH7
HSD17B12
PPAT
ZFP91
MED12
SLC35D2
KLF5
GPKOW
COX5A
ABHD11
EHMT1
ATG4A
CENPW
PIGQ
ANKRD26
CLIC1
NDUFS1
WDR3
CLCN3
DCTN5
CLOCK
SRRM1
ANAPC1
ATF4
LASP1
DDX17
PGRMC1
TRMT112
ZNF680
POLR2K
ANP32B
MSL1
BAG6
TNFAIP3
IFIT3
RRM2B
MOV10
RNF44
CHPT1
EPC2
GSS
SAR1B
PCMT1
LAMP2
COA5
SLC2A4RG
GOLIM4
FZR1
AP2A1
ZNF397
CCDC117
TMEM168
SNUPN
TDP2
RNASEH1
SERBP1
SLC30A9
NLRC5
RABIF
NBAS
DCAF16
PIP5K1A
CHCHD5
FOXN2
ALG5
CPPED1
SAMD1
ZNF511
YEATS4
PLTP
BTBD10
TOP2B
KLC1
DFFA
VPS13C
ZNF638
COX14
DDX55
NDUFA13
TRIM38
MAP3K7
KHDRBS1
LRRFIP1
DOK2
UNG
NUFIP2
LEMD3
RRP1B
GADD45B
CITED2
NDUFA6
POLR3E
POLD3
ZKSCAN1
TRIOBP
MFAP1
ZNRF1
DKC1
SNX3
TMF1
PSMF1
SCRN2
LIMA1
TXNDC11
ADI1
DOLK
RHOT1
IFRD2
BOD1
LMAN1
ZDHHC6
EEF1A1
POLG
SSRP1
CSAD
CUL4A
ACTG1
BDP1
PTPN4
ZBTB43
SYPL1
PIM1
MNT
USO1
EID2B
PCCB
TYW5
EML4
SDF4
IGBP1
HMGN5
APOL6
TERF1
EEPD1
KPNA4
MIS18BP1
JKAMP
RNASEH2A
XRCC5
ECHDC2
RRAGA
NRAS
ZC3H8
FAM13B
CCDC28A
MTA1
INSIG1
NDUFB9
PPID
TPST2
IFIT2
TPD52
U2AF2
NFKBIB
SLC35B4
MBNL1
RNF8
CKAP2
RCAN1
TOLLIP
SCOC
DDX10
CCZ1
PHTF2
POM121
EXOC1
MED25
RNF24
RNF14
E4F1
SAT1
TMEM11
HNRNPH3
NAGLU
NINJ1
MLST8
ATP6V1B2
CCDC34
TACC1
ZBTB20
NMB
SMYD4
MPHOSPH9
HNRNPM
CUEDC2
AMDHD2
SLC38A1
GNAI3
HIP1
TMEM181
EEF2
RAB4A
VDAC3
UPP1
MAP7D1
PAK2
RNF216
LYRM4
ARL13B
DCK
RBX1
PAK1
ARHGEF3
ZNF524
PABPN1
SRP54
E2F3
B4GALT7
GPR65
ATF7IP2
IKBIP
NAPEPLD
MZT2B
ARL4C
TMEM19
CLPX
SLC6A6
ZNF706
FRYL
SESN2
RHOB
MCM3AP
PPP2R2A
APH1A
CUL2
CASP3
SCPEP1
GALNT2
RBM17
BNIP3L
TRA2B
TMEM123
MSN
HECA
CYB5R1
BDH2
RNASET2
SPPL3
TMEM9B
ZDHHC21
FBXO33
CDC42EP3
FOSB
TMEM43
NDRG1
GSTM3
TLN1
LRRC47
RAB2B
CIB1
MAP1S
PIK3C2A
ARID3A
GNS
ASXL2
PSMB1
KAT2A
PCNA
RBM42
PIAS3
TNFRSF10B
AZIN1
MTR
SDHB
KDM1A
ITGB2
ALG2
POLR1E
NSMCE1
RAB28
FUS
CNOT3
FBXO32
OSBPL9
DDT
MGMT
LSM5
TAF13
PNPLA4
RAP1A
GCA
ASNSD1
MVK
BTG1
TM2D1
SH3GL1
UBE2L6
ALKBH4
OTUD1
UBC
RCSD1
PHIP
DLD
TXN
GIT1
SLC35B3
GAA
TMEM63A
METTL1
ZNF516
TPMT
SOCS2
DOCK11
MUL1
MSL3
DCTN1
PEX7
GTF2H3
ARPC5L
RGS19
WDR83OS
PREPL
GLIPR1
KRAS
FBXO25
COMMD1
OCEL1
METTL15
SERINC1
MIS18A
RAD50
FAM98A
ZNF639
DPCD
FANCF
MAD2L1BP
EED
NDUFS6
PNISR
REST
ME2
RCE1
MYC
DUSP22
ITPRIP
TRIM28
CDKAL1
GSTM4
EIF2B4
TADA3
POLR2J
GRWD1
SREK1
AMPD2
REV1
CLTB
PDE6D
GCAT
KCTD5
TMEM64
DDX46
GIMAP7
GPATCH2
SLC25A39
VEGFB
ALOX5
FBXO11
RAB1A
SENP6
MAPKAPK2
CARS2
LRRC58
NUP98
SLC25A44
DUSP1
TSPAN13
GMFG
CDC73
QRSL1
SEC61A1
FADS1
ARCN1
TP53RK
CDC42SE1
GPR132
LRRC61
CCDC43
SGSM2
MFSD12
EDEM3
PSMB2
WDR55
SUMO1
RAC2
HNRNPD
HEXIM1
EXOSC4
STIP1
BZW1
SUMO3
DTNBP1
PCGF3
ST3GAL1
ZC3H12A
USP42
UBQLN1
YTHDF2
HELLS
PRKRIP1
SRM
BCR
ZBTB4
DCXR
COX7C
ARMC1
SLC16A3
TRA2A
ADH5
GOLGA5
BCL2A1
SIN3B
MED11
TIMM22
BCL2
ACLY
CRYL1
RNF34
FAM43A
MIEN1
CC2D1A
RUNDC1
MTCH2
NUBPL
SSU72
DPYSL2
CCDC59
FAM168B
TFAM
AAGAB
RALGDS
ANXA5
CHD8
NSD1
TMED3
CHAMP1
SETD2
PLEKHA2
RBM28
H6PD
BTBD2
SMARCC2
DERA
NT5DC1
REL
LAMTOR1
PSMG4
WSB2
GIMAP2
DCPS
SERP1
TBPL1
TKT
EGLN1
IFT57
POMP
UBAP1
YPEL2
TSN
REPS1
TMEM39A
UQCRH
DDX5
VPS37B
TANK
EMB
PMAIP1
SLC4A7
RUFY2
PLAUR
FEM1A
AZI2
EIF1AX
RIPK2
LRRC59
RNF2
AVL9
IFNAR1
BACH1
CSTB
HSPBP1
RHOT2
PCF11
NOL10
PRPS2
LTV1
RGS2
TPT1
HNRNPH2
NUP93
SNX10
NBEAL1
NUP153
CEP290
RGP1
PPM1K
KLHL7
PRPF18
SELPLG
CABIN1
MAT2A
NFE2L1
LSM12
ZNF562
NF1
SLC29A1
KLHL9
KPNA2
CHCHD2
SDHAF1
COPS4
SPRYD7
SYTL1
PPP3CB
UCK1
IFIT1
MYL12A
PHF1
RAD54L2
NTPCR
R3HDM4
TUBB
XIAP
TMED5
ZNF721
IER2
TAF8
HSD17B7
SH3BP1
TSPAN31
IL6ST
PRPF4
PDLIM1
POGLUT1
YTHDC2
MYL6B
HCLS1
IRF3
MEA1
NKIRAS1
SWAP70
UTP14A
CCND3
TRIM4
HTATSF1
CLK1
PPA2
ARL1
ICMT
SPG7
SAP18
ITGA6
ARL8A
DCTN4
MANF
PBXIP1
AKIP1
BPNT1
FNDC3A
NOP58
ZNF131
BAG5
REV3L
SERTAD2
UBE4B
TMEM134
MPHOSPH6
ORC6
TOMM34
MAPKAPK5
FTH1
GGCT
NR2C2AP
INTS3
CDKN1B
UBFD1
AIG1
THAP4
AQR
DNM2
CRYZ
KIAA0319L
SUMO2
MDH2
UPF3A
ZNF567
RSF1
PLEKHA3
ZCRB1
GBE1
PRRC1
LARP1
PEX26
ARL8B
NDUFB2
SLC39A11
DBP
DDIT4
ARSK
SETDB2
ZNF32
PPP1R2
S100A9
PSMB5
UBE2E2
PIP4K2C
DYNLT3
POP5
TMEM14A
SSH2
NOL7
ANKFY1
POP7
ATP6AP1
RFK
ARAF
NDUFAF4
CDYL
MLEC
NEIL2
ZNF326
CEBPZ
SREBF2
CMAS
SFT2D1
FAM120AOS
RAB20
FXYD5
SYNGR2
ORC3
MAPK3
AP1M1
DCAF13
STAT5B
KANSL2
MLH1
NPTN
HNRNPF
EIF2S2
ZMYM5
ERN1
YTHDC1
VRK1
SLC27A3
BROX
EFR3A
NDUFV3
JUN
ADK
EXTL2
DPAGT1
PDAP1
CAND1
HINT3
RILPL2
MOSPD1
ZFYVE27
APPBP2
FXN
COPS2
SCAMP4
BRAF
ARHGAP27
SNX16
ZSCAN18
CANT1
PPP4R2
MYLIP
NT5C
SAMD9L
EVI2B
KIDINS220
UCHL3
SULT1A1
APOL2
DMTF1
SLC25A43
ARHGAP4
ISG15
RANGAP1
ANKRD44
ANKRD13C
PPP1R3B
TCTA
ABHD3
ZNF846
TRMT61B
ARHGEF1
NCL
ETV3
NFYC
ANGEL2
YIF1A
CYTH4
VPS53
PPHLN1
TRPS1
EFTUD2
CCDC28B
SLC31A2
OLA1
CAMK2G
TPM1
PEMT
RABAC1
UGGT1
UBXN4
DHX29
MAF1
ANXA1
PAFAH1B3
HK1
SOAT1
PYGB
DPM3
CAPG
FBXO42
QKI
MITD1
NOB1
TRAF5
POU2F1
CAT
PRDX1
SMARCA5
IFNGR1
NPM1
BRD4
ADAM9
DIS3
HPS5
PRNP
NUCB2
VWA5A
NDUFS4
PGS1
AKR7A2
POLE4
AGTRAP
ZNF302
SMARCD2
SIL1
OSBP
FOXN3
RBM26
PIN1
PRKRA
AHR
PIK3C3
IKZF1
TIMM44
MIDN
CDC26
ARHGAP17
DENND5A
EIF3E
EIF4H
ALG8
DNPEP
HIRIP3
ABI1
FAM217B
SPIN1
NSUN5
HLTF
UPF2
BFAR
MTDH
GNA13
SOCS4
PLK3
CHCHD1
NPAT
CDCA4
ZCCHC10
ATP1A1
KAT6A
BLVRA
GADD45GIP1
PRPF6
SPCS3
F2R
TCF7
AIMP2
CHCHD3
SLC38A6
TYROBP
NLRP1
LRRC8A
GFER
ZNF593
SRPK2
PSMD1
GNG2
PSMD13
AHCYL1
GLT8D1
DHX36
TYMP
ARL5B
ZNF444
STAU2
APBB1IP
KIAA1143
PRRC2C
KRTCAP3
WASL
NDUFS3
MLF2
PEX19
HDAC5
UBL3
UQCRFS1
THRA
SIVA1
ORAI3
POU2F2
CKLF
GATAD2B
BSDC1
CD53
ARF6
ACIN1
CWC22
MRFAP1L1
ENO2
VRK2
RAP1GDS1
MGA
HDAC1
ZBTB44
ARGLU1
SCAP
CAMLG
ANKRD17
MAD1L1
RAP1B
MAN1A2
TGDS
ZMAT1
NUDT21
PSAP
RNF26
TSC22D2
TUBB4B
BRWD3
ADAM28
SNRNP35
CEP104
FHL1
ACTN1
DERL1
COQ4
STYXL1
IMPA2
RBM5
HDDC2
COG4
UBE3B
ZNF335
CCDC112
INTS5
CCDC50
PAICS
RCOR1
ATOX1
PDS5A
E2F6
PRPF3
RANBP2
GATAD2A
THG1L
PIGC
SLC39A7
EIF3D
ADPGK
BIRC6
ACAD8
SLC48A1
APRT
PSMD6
SNRNP200
MAGOH
GNL3
SORBS3
SUPT4H1
EFHC1
MAML1
ASH2L
PBRM1
SCP2
PIM2
MAP4K5
ITM2C
ARPC3
USP12
ZDHHC4
IFRD1
TMEM106B
EBAG9
EIF3I
BAG4
ARFGAP1
PTGER2
AP1S1
SP100
LENG8
XAF1
SMG9
TNFRSF1A
ZFX
CSRNP1
ZBTB7A
CREBL2
COQ5
NDUFA5
DPP7
RNF20
MTIF3
RALGAPA2
INF2
NUDT19
NF2
WRAP73
DIDO1
SUCLA2
MECR
TAOK2
CWC15
SLC27A1
SNRNP48
ATP6V1H
NR1D2
ISOC1
NAA30
CDK5
RNF5
COPS7B
ATF2
YARS2
RAN
MIF4GD
RASSF1
MMGT1
RNF7
SON
GPS1
SIAH2
RLIM
CCDC82
STARD4
CRADD
ZNF330
POLR2L
MBIP
PACS1
SND1
NAGK
POLD2
SLC30A5
DIS3L
RBM4
CFLAR
SEC16A
TNKS2
SNX13
EI24
KLHDC2
ERP29
ARFGAP2
CDC42
GPATCH4
GBF1
DYNC1LI1
PILRB
KLHL28
PIAS1
SOCS3
BRD3
SOX4
TIMM9
ZNF12
APEX2
UBE2J1
CYB5R4
CDC25B
DUSP12
HIBADH
EAF1
DPM1
TMSB4X
TRIM69
SLC26A2
RAB9A
HSD17B10
SCARB2
PSMC2
CYCS
IFI6
ANKRD11
CRELD2
HOOK3
TRAPPC6A
NOC3L
GZMA
MED17
SPEN
TSC22D1
TPM4
DCTPP1
POP4
JUNB
NDUFA4
DCAF11
MAEA
WDR75
CDC37L1
TYSND1
VDAC1
ESF1
IMP3
TRIM41
LMBR1L
PTRH2
SYF2
ENOPH1
EIF4A2
FAM3C
OSTM1
SLC25A4
GNA15
PRMT2
STRN4
HMGB3
TPX2
TMEM41A
GALNT10
COX6C
FEM1B
RAB1B
SIRT7
MMD
HEBP2
GABARAP
ILF3
CDC40
UBR2
CNST
ARF4
PARP14
GNAQ
CCDC167
IK
TXNDC15
GIMAP1
ARPC2
USE1
GON4L
SSBP2
HUWE1
POLR2G
NUDT16
TRNAU1AP
BET1L
UBE2E3
SCAI
PEX11B
PIP5K1C
BIRC5
SMU1
IFITM3
KDM3A
IRF2BPL
TIMM10
COMMD2
THEM4
VKORC1L1
TMCO1
COMT
RFX1
CYTIP
AKAP1
COMMD6
TSEN15
CHD7
TPGS2
CRK
SERGEF
EHD1
KANSL1
RIOK1
SNAPC1
GLUD1
RNASE6
ZYX
CYC1
HILPDA
TOMM22
UBE2E1
AGL
SERTAD1
TMEM242
PLEC
MRS2
SGMS1
SSBP4
SRSF6
PDLIM5
PRPF19
TOB2
IP6K2
SMURF2
OPA3
CD83
EIF4G3
CHMP4B
RILP
PPM1A
DYNC1H1
GOLGA4
TMEM70
RGS14
ST6GAL1
NFRKB
ESRRA
GBP2
VPS28
WDR13
ERP44
NRIP1
CYTH2
MACF1
HDDC3
ZRSR2
TIMM13
SARNP
TRAF4
POMGNT1
TAF7
LYZ
DTD1
CRLS1
DAPK3
RBM38
BIRC3
AP1S2
FAM204A
AKNA
MAST4
BNIP1
IER3
KHSRP
ALDOA
NSF
TRIM11
NOTCH1
PPP1R10
CXXC5
EBP
MANBA
NKIRAS2
ABT1
SPTAN1
NME3
ATMIN
MED13
KDM6B
THAP2
CDK9
POLR2D
CYB5A
DDX56
DHX30
AGPAT1
IFI44L
ANXA4
YKT6
ZER1
DDRGK1
INPPL1
MEF2A
IFNGR2
CCDC115
MBD2
ATP6V1A
NDUFAF2
GGCX
DDX49
CSK
EIF3L
LAT2
EXOSC9
TMEM127
PNN
RSRC2
NCOA1
FTL
CAMK1D
CWF19L2
BOLA1
PSMD10
PAAF1
EXOSC2
RELA
ADCY3
EXOSC5
CSNK1E
PIK3CA
R3HCC1
SRSF7
ZNF263
TNFSF13B
ZMAT3
HADHB
PPP1CA
GIPC1
CAMKK2
SPATA20
BLVRB
TMED4
AURKAIP1
GTF3C6
SNX8
GIMAP4
DICER1
PLEKHO1
RIOK2
NKAP
RAB11A
FBXO4
CDADC1
SLC12A9
WDR48
CHMP7
AKAP11
DNASE2
EPS15L1
LMBRD1
HERPUD2
LXN
ZBTB38
ZNF267
PRKAG1
SPATS2
FBXO7
POLM
EIF2S3
SEC23IP
BMP2K
EIF3B
MLLT11
TAX1BP3
GCC2
MGST3
NAT9
GABPA
UBE2T
CD55
PTPRA
EEF1D
MRTO4
URGCP
FBXL15
GLYR1
ANKLE2
UBTD1
HIPK1
FBXL5
NMI
TUSC2
PGD
SQLE
SLC35B1
ANXA2
GMNN
CBLB
ZNF146
FUNDC1
ICAM1
ANKIB1
HMGCL
METTL9
PPP5C
RASSF2
TSPYL2
HNRNPL
FAS
ZNF599
TLK2
SLC25A11
NUDT1
ZFP64
POLR3H
PPP2R2D
SLBP
SNAP29
RTKN
RCHY1
ITPA
MAGOHB
ASB1
ZNF394
POR
ABCE1
HSD17B4
GNA12
EIF3F
SAMD8
NACA
METTL14
ETS2
SS18L2
ACO1
CD9
COG2
PEX3
CREG1
TUBE1
IRAK1
KIFAP3
ZNF770
RNH1
NUCKS1
STAG1
SLC25A46
POLR1D
UBR3
EIF3A
GLO1
TTPAL
LYRM1
TCEAL4
LIMS1
ARRDC2
ZMIZ2
APPL2
RUVBL1
GMPPA
MCMBP
NNT
NXT1
ADAL
PPP2R5D
CLTA
YBX1
RNF130
COMMD8
PARN
TUBA1C
ATF6B
NFKB1
ZNF688
PRDX5
PPP1R12C
MAGT1
MAP3K11
PTGES2
TRAPPC3
TMEM131
ZNF800
PCGF6
TMEM41B
MAP2K1
DIP2A
SPRYD3
ISYNA1
OXSR1
TMEM161A
GNPTG
SNRPE
TSR2
ALOX5AP
RNF187
WDFY1
TSEN34
CYTH1
FKBPL
AKAP13
CLN6
TRIM8
ZMAT2
CCDC85B
CAB39
IRF1
SETD3
PAPOLA
MMADHC
CDK19
STRN
CTNNBIP1
PLSCR1
RBM41
MCCC2
CAPZA1
TIMM17B
NDUFB10
IQSEC1
WWP1
DDX18
PNKD
CNDP2
PFDN2
DPH5
PHF12
ABCB7
ABCC5
CSNK1A1
PARP9
PDCD11
REEP5
RAPGEF1
MORN2
BEX4
MSRB2
B3GAT3
CHID1
TOMM20
CENPL
CELF1
PPP1R15B
PLEKHM2
TMEM39B
TTC32
UCP2
CASP7
RB1
AP2B1
RNF139
ABHD14B
MIPEP
NFX1
RBM4B
SDF2L1
VHL
FPGS
RIF1
CBFB
ATL2
PHGDH
NUS1
THAP1
FGR
TRAPPC11
KATNA1
COQ10B
EXOSC10
PLA2G12A
FGL2
IGF2R
NANS
TUBD1
TRMT11
COMMD5
PTBP3
RAB3GAP1
NME4
ATE1
PRKCD
RNPS1
ZDHHC3
PNPLA2
CNTLN
PIGT
HPCAL1
TRIP6
PAM
SAV1
YAF2
UBAC1
ZNF430
TRUB2
UBA6
APOL1
PSMG3
SP3
TAF11
NDUFS8
ZNF830
GRIPAP1
CCNI
LPIN2
UBXN2B
POFUT1
BYSL
RHOA
PPCDC
IVD
CCDC92
SLC50A1
SAP30BP
KLHDC3
STK10
MAN1B1
RSAD1
MBD6
CD59
MAT2B
DHFR
NME7
PANK2
TTLL12
ANO6
SRFBP1
ANKRD54
NAP1L4
ZFPL1
CGGBP1
SMS
SESN3
XRN2
DEK
UBR7
DUS1L
SUB1
FOXJ3
CEP57
ARV1
PDIA3
NCKAP1L
MAP3K2
TPRA1
ITM2A
CHMP2B
ACTL6A
USF2
REXO4
EWSR1
RALBP1
TPR
VKORC1
IER5L
CPQ
AKIRIN1
ACSL4
SLC25A33
CSTF2T
CLN5
DUSP6
TTC5
ACSL5
CCNDBP1
SRP14
MAPRE1
DNMT3A
NFKBIE
KIAA2013
TBC1D7
NCK2
DHCR7
GOLGB1
HYAL2
NUSAP1
SEL1L
TTF1
CEP68
DPY19L4
PPIB
ABCB8
MRPS18B
RIC8A
TOR1A
PHF14
ACYP2
SLC4A1AP
ETFA
AFF1
EPS15
WDR20
RABL2B
OFD1
ANKRD49
CEP78
TMEM186
UBE2Q1
TCN2
SEC24A
ARL3
RYBP
DGCR6L
COMTD1
TPD52L2
TUFM
SMC3
UXS1
PSMC4
AMMECR1
CARHSP1
DNAL1
RUNX1
MT2A
SLC25A22
PPIL4
EIF5A
RNF6
IDI1
CBX6
CBX3
NSMAF
UNC93B1
KIF9
HGSNAT
KDM4B
TRIM13
GLTP
CERS6
CNN2
NAPG
EGR1
ZFP90
PARL
BLOC1S2
AEN
KLHL24
BAD
CTNNBL1
EIF5B
MAP7D3
IQGAP1
MTF2
NPC2
YWHAG
MYCBP2
SCYL2
TECPR1
ISCA2
NUDT4
PPP1R15A
CPSF2
ID1
ZFAND1
GALNT11
EDEM2
AFG3L2
ASPSCR1
GMPS
RAPGEF2
PSPC1
ITPKB
DBNL
SURF6
INTS6
HIBCH
NPM3
CCP110
ZNF669
CHMP1A
CAPNS1
MTHFR
STARD7
TPRG1L
CYBA
DDHD2
ATP2B1
SENP5
SMAP2
ZCCHC17
TP53INP1
MTMR9
UHMK1
SIGIRR
ZFAND2B
B4GALT5
PKIG
LMBR1
NEMF
SMAD4
RNMT
ATG10
CD44
VAPA
PMPCB
EEFSEC
MAPK7
ZNF384
ANXA7
PDCD5
RCN1
KHNYN
TP53BP1
RRP8
LAPTM5
TMEM183A
ABL1
PREB
METTL2A
CDKN2C
PPM1B
KLHL12
LGALS9
CDV3
TSPYL1
TMUB2
SLC30A1
COIL
CMTM7
SAR1A
ARID5A
COPS6
MBOAT7
NDRG2
CCNY
ATP6V1D
UBE2I
C1GALT1C1
BCL7B
TP53
SPTLC1
NEDD1
LENG1
ELF2
UBE2L3
SSH3
HDAC7
LSM6
CETN2
PTTG1IP
INTS8
USP48
TMEM140
ACTR3
CDKN2D
UBQLN2
POLR2E
PRCC
EIF2A
SLFN11
ATP11A
SPRYD4
KRT10
FAHD1
TMEM167B
WRAP53
